#P_AB   P_AC     delta*    P_AB    P_AC     delta
0.733058 0.729767 0.100849 0.733058 0.774425 0.174404

0.733235 0.729605 0.10074 0.733235 0.774343 0.174207

0.733413 0.729442 0.100631 0.733413 0.774262 0.17401

0.73359 0.72928 0.100523 0.73359 0.774181 0.173813

0.733767 0.729117 0.100414 0.733767 0.774099 0.173616

0.733944 0.728953 0.100306 0.733944 0.774018 0.17342

0.734121 0.72879 0.100197 0.734121 0.773936 0.173223

0.734298 0.728626 0.100089 0.734298 0.773854 0.173027

0.734475 0.728462 0.099981 0.734475 0.773772 0.17283

0.734653 0.728298 0.0998729 0.734653 0.77369 0.172634

0.73483 0.728134 0.099765 0.73483 0.773608 0.172437

0.735007 0.727969 0.0996571 0.735007 0.773525 0.172241

0.735184 0.727804 0.0995494 0.735184 0.773443 0.172045

0.735361 0.727639 0.0994417 0.735361 0.77336 0.171849

0.735538 0.727473 0.0993341 0.735538 0.773278 0.171653

0.735715 0.727308 0.0992267 0.735715 0.773195 0.171457

0.735893 0.727142 0.0991193 0.735893 0.773112 0.171261

0.73607 0.726976 0.099012 0.73607 0.773029 0.171065

0.736247 0.726809 0.0989048 0.736247 0.772946 0.170869

0.736424 0.726643 0.0987977 0.736424 0.772862 0.170674

0.736601 0.726476 0.0986907 0.736601 0.772779 0.170478

0.736778 0.726309 0.0985838 0.736778 0.772695 0.170283

0.736955 0.726141 0.0984769 0.736955 0.772612 0.170087

0.737133 0.725973 0.0983702 0.737133 0.772528 0.169892

0.73731 0.725806 0.0982636 0.73731 0.772444 0.169697

0.737487 0.725637 0.098157 0.737487 0.77236 0.169502

0.737664 0.725469 0.0980506 0.737664 0.772276 0.169307

0.737841 0.7253 0.0979442 0.737841 0.772191 0.169112

0.738018 0.725132 0.0978379 0.738018 0.772107 0.168917

0.738195 0.724962 0.0977317 0.738195 0.772022 0.168722

0.738373 0.724793 0.0976256 0.738373 0.771937 0.168527

0.73855 0.724623 0.0975196 0.73855 0.771853 0.168332

0.738727 0.724453 0.0974137 0.738727 0.771768 0.168138

0.738904 0.724283 0.0973079 0.738904 0.771683 0.167943

0.739081 0.724113 0.0972022 0.739081 0.771597 0.167749

0.739258 0.723942 0.0970966 0.739258 0.771512 0.167554

0.739435 0.723771 0.096991 0.739435 0.771427 0.16736

0.739613 0.7236 0.0968856 0.739613 0.771341 0.167166

0.73979 0.723429 0.0967802 0.73979 0.771255 0.166971

0.739967 0.723257 0.0966749 0.739967 0.771169 0.166777

0.740144 0.723085 0.0965698 0.740144 0.771083 0.166583

0.740321 0.722913 0.0964647 0.740321 0.770997 0.166389

0.740498 0.72274 0.0963597 0.740498 0.770911 0.166195

0.740675 0.722567 0.0962548 0.740675 0.770825 0.166002

0.740853 0.722394 0.0961499 0.740853 0.770738 0.165808

0.74103 0.722221 0.0960452 0.74103 0.770652 0.165614

0.741207 0.722048 0.0959406 0.741207 0.770565 0.16542

0.741384 0.721874 0.095836 0.741384 0.770478 0.165227

0.741561 0.7217 0.0957315 0.741561 0.770391 0.165033

0.741738 0.721525 0.0956272 0.741738 0.770304 0.16484

0.741915 0.721351 0.0955229 0.741915 0.770216 0.164647

0.742093 0.721176 0.0954187 0.742093 0.770129 0.164453

0.74227 0.721001 0.0953146 0.74227 0.770041 0.16426

0.742447 0.720826 0.0952105 0.742447 0.769954 0.164067

0.742624 0.72065 0.0951066 0.742624 0.769866 0.163874

0.742801 0.720474 0.0950028 0.742801 0.769778 0.163681

0.742978 0.720298 0.094899 0.742978 0.76969 0.163488

0.743155 0.720121 0.0947953 0.743155 0.769602 0.163295

0.743333 0.719945 0.0946917 0.743333 0.769513 0.163102

0.74351 0.719768 0.0945882 0.74351 0.769425 0.16291

0.743687 0.71959 0.0944848 0.743687 0.769336 0.162717

0.743864 0.719413 0.0943815 0.743864 0.769247 0.162524

0.744041 0.719235 0.0942783 0.744041 0.769158 0.162332

0.744218 0.719057 0.0941751 0.744218 0.769069 0.162139

0.744395 0.718878 0.0940721 0.744395 0.76898 0.161947

0.744573 0.7187 0.0939691 0.744573 0.768891 0.161754

0.74475 0.718521 0.0938662 0.74475 0.768801 0.161562

0.744927 0.718342 0.0937634 0.744927 0.768712 0.16137

0.745104 0.718162 0.0936607 0.745104 0.768622 0.161178

0.745281 0.717982 0.0935581 0.745281 0.768532 0.160986

0.745458 0.717802 0.0934555 0.745458 0.768442 0.160794

0.745635 0.717622 0.0933531 0.745635 0.768352 0.160602

0.745812 0.717442 0.0932507 0.745812 0.768262 0.16041

0.74599 0.717261 0.0931484 0.74599 0.768171 0.160218

0.746167 0.71708 0.0930462 0.746167 0.768081 0.160026

0.746344 0.716898 0.0929441 0.746344 0.76799 0.159835

0.746521 0.716716 0.0928421 0.746521 0.767899 0.159643

0.746698 0.716534 0.0927402 0.746698 0.767808 0.159451

0.746875 0.716352 0.0926383 0.746875 0.767717 0.15926

0.747052 0.71617 0.0925365 0.747052 0.767626 0.159068

0.74723 0.715987 0.0924348 0.74723 0.767534 0.158877

0.747407 0.715804 0.0923332 0.747407 0.767443 0.158686

0.747584 0.71562 0.0922317 0.747584 0.767351 0.158494

0.747761 0.715436 0.0921303 0.747761 0.767259 0.158303

0.747938 0.715252 0.0920289 0.747938 0.767167 0.158112

0.748115 0.715068 0.0919277 0.748115 0.767075 0.157921

0.748292 0.714884 0.0918265 0.748292 0.766983 0.15773

0.74847 0.714699 0.0917254 0.74847 0.76689 0.157539

0.748647 0.714513 0.0916244 0.748647 0.766798 0.157348

0.748824 0.714328 0.0915235 0.748824 0.766705 0.157157

0.749001 0.714142 0.0914226 0.749001 0.766612 0.156966

0.749178 0.713956 0.0913219 0.749178 0.766519 0.156775

0.749355 0.71377 0.0912212 0.749355 0.766426 0.156585

0.749532 0.713583 0.0911206 0.749532 0.766333 0.156394

0.74971 0.713396 0.0910201 0.74971 0.766239 0.156203

0.749887 0.713209 0.0909196 0.749887 0.766146 0.156013

0.750064 0.713022 0.0908193 0.750064 0.766052 0.155822

0.750241 0.712834 0.090719 0.750241 0.765958 0.155632

0.750418 0.712646 0.0906188 0.750418 0.765864 0.155442

0.750595 0.712457 0.0905187 0.750595 0.76577 0.155251

0.750772 0.712269 0.0904187 0.750772 0.765675 0.155061

0.75095 0.71208 0.0903188 0.75095 0.765581 0.154871

0.751127 0.71189 0.0902189 0.751127 0.765486 0.154681

0.751304 0.711701 0.0901192 0.751304 0.765391 0.154491

0.751481 0.711511 0.0900195 0.751481 0.765296 0.154301

0.751658 0.71132 0.0899199 0.751658 0.765201 0.154111

0.751835 0.71113 0.0898204 0.751835 0.765106 0.153921

0.752012 0.710939 0.0897209 0.752012 0.76501 0.153731

0.75219 0.710748 0.0896215 0.75219 0.764915 0.153541

0.752367 0.710556 0.0895223 0.752367 0.764819 0.153351

0.752544 0.710365 0.0894231 0.752544 0.764723 0.153162

0.752721 0.710173 0.0893239 0.752721 0.764627 0.152972

0.752898 0.70998 0.0892249 0.752898 0.764531 0.152782

0.753075 0.709787 0.0891259 0.753075 0.764435 0.152593

0.753252 0.709594 0.0890271 0.753252 0.764338 0.152403

0.75343 0.709401 0.0889283 0.75343 0.764242 0.152214

0.753607 0.709207 0.0888296 0.753607 0.764145 0.152024

0.753784 0.709014 0.0887309 0.753784 0.764048 0.151835

0.753961 0.708819 0.0886324 0.753961 0.763951 0.151645

0.754138 0.708625 0.0885339 0.754138 0.763853 0.151456

0.754315 0.70843 0.0884355 0.754315 0.763756 0.151267

0.754492 0.708235 0.0883372 0.754492 0.763658 0.151078

0.75467 0.708039 0.0882389 0.75467 0.76356 0.150889

0.754847 0.707843 0.0881408 0.754847 0.763463 0.1507

0.755024 0.707647 0.0880427 0.755024 0.763364 0.150511

0.755201 0.70745 0.0879447 0.755201 0.763266 0.150322

0.755378 0.707254 0.0878468 0.755378 0.763168 0.150133

0.755555 0.707056 0.0877489 0.755555 0.763069 0.149944

0.755732 0.706859 0.0876512 0.755732 0.76297 0.149755

0.75591 0.706661 0.0875535 0.75591 0.762872 0.149566

0.756087 0.706463 0.0874559 0.756087 0.762772 0.149377

0.756264 0.706265 0.0873584 0.756264 0.762673 0.149188

0.756441 0.706066 0.0872609 0.756441 0.762574 0.149

0.756618 0.705867 0.0871635 0.756618 0.762474 0.148811

0.756795 0.705667 0.0870662 0.756795 0.762375 0.148623

0.756972 0.705467 0.086969 0.756972 0.762275 0.148434

0.75715 0.705267 0.0868719 0.75715 0.762175 0.148246

0.757327 0.705067 0.0867748 0.757327 0.762074 0.148057

0.757504 0.704866 0.0866779 0.757504 0.761974 0.147869

0.757681 0.704665 0.086581 0.757681 0.761873 0.14768

0.757858 0.704464 0.0864841 0.757858 0.761773 0.147492

0.758035 0.704262 0.0863874 0.758035 0.761672 0.147304

0.758212 0.70406 0.0862907 0.758212 0.761571 0.147115

0.758389 0.703857 0.0861941 0.758389 0.76147 0.146927

0.758567 0.703654 0.0860976 0.758567 0.761368 0.146739

0.758744 0.703451 0.0860012 0.758744 0.761267 0.146551

0.758921 0.703248 0.0859048 0.758921 0.761165 0.146363

0.759098 0.703044 0.0858085 0.759098 0.761063 0.146175

0.759275 0.70284 0.0857123 0.759275 0.760961 0.145987

0.759452 0.702635 0.0856162 0.759452 0.760859 0.145799

0.759629 0.70243 0.0855201 0.759629 0.760756 0.145611

0.759807 0.702225 0.0854242 0.759807 0.760654 0.145423

0.759984 0.70202 0.0853282 0.759984 0.760551 0.145235

0.760161 0.701814 0.0852324 0.760161 0.760448 0.145047

0.760338 0.701607 0.0851367 0.760338 0.760345 0.144859

0.760515 0.701401 0.085041 0.760515 0.760241 0.144671

0.760692 0.701194 0.0849454 0.760692 0.760138 0.144484

0.760869 0.700986 0.0848499 0.760869 0.760034 0.144296

0.761047 0.700779 0.0847544 0.761047 0.75993 0.144108

0.761224 0.700571 0.0846591 0.761224 0.759826 0.143921

0.761401 0.700362 0.0845638 0.761401 0.759722 0.143733

0.761578 0.700154 0.0844685 0.761578 0.759618 0.143546

0.761755 0.699944 0.0843734 0.761755 0.759513 0.143358

0.761932 0.699735 0.0842783 0.761932 0.759408 0.14317

0.762109 0.699525 0.0841833 0.762109 0.759304 0.142983

0.762287 0.699315 0.0840884 0.762287 0.759198 0.142796

0.762464 0.699104 0.0839935 0.762464 0.759093 0.142608

0.762641 0.698893 0.0838988 0.762641 0.758988 0.142421

0.762818 0.698682 0.0838041 0.762818 0.758882 0.142233

0.762995 0.698471 0.0837094 0.762995 0.758776 0.142046

0.763172 0.698259 0.0836149 0.763172 0.75867 0.141859

0.763349 0.698046 0.0835204 0.763349 0.758564 0.141672

0.763527 0.697833 0.083426 0.763527 0.758458 0.141484

0.763704 0.69762 0.0833317 0.763704 0.758351 0.141297

0.763881 0.697407 0.0832374 0.763881 0.758244 0.14111

0.764058 0.697193 0.0831432 0.764058 0.758137 0.140923

0.764235 0.696979 0.0830491 0.764235 0.75803 0.140736

0.764412 0.696764 0.0829551 0.764412 0.757923 0.140549

0.764589 0.696549 0.0828611 0.764589 0.757815 0.140362

0.764767 0.696333 0.0827672 0.764767 0.757708 0.140175

0.764944 0.696118 0.0826734 0.764944 0.7576 0.139988

0.765121 0.695902 0.0825797 0.765121 0.757492 0.139801

0.765298 0.695685 0.082486 0.765298 0.757383 0.139614

0.765475 0.695468 0.0823924 0.765475 0.757275 0.139427

0.765652 0.695251 0.0822989 0.765652 0.757166 0.13924

0.765829 0.695033 0.0822054 0.765829 0.757057 0.139053

0.766007 0.694815 0.0821121 0.766007 0.756948 0.138866

0.766184 0.694596 0.0820187 0.766184 0.756839 0.138679

0.766361 0.694378 0.0819255 0.766361 0.75673 0.138492

0.766538 0.694158 0.0818323 0.766538 0.75662 0.138306

0.766715 0.693939 0.0817393 0.766715 0.75651 0.138119

0.766892 0.693719 0.0816462 0.766892 0.7564 0.137932

0.767069 0.693498 0.0815533 0.767069 0.75629 0.137745

0.767247 0.693277 0.0814604 0.767247 0.75618 0.137559

0.767424 0.693056 0.0813676 0.767424 0.756069 0.137372

0.767601 0.692834 0.0812749 0.767601 0.755958 0.137185

0.767778 0.692612 0.0811822 0.767778 0.755847 0.136999

0.767955 0.69239 0.0810896 0.767955 0.755736 0.136812

0.768132 0.692167 0.0809971 0.768132 0.755624 0.136625

0.768309 0.691944 0.0809047 0.768309 0.755513 0.136439

0.768487 0.69172 0.0808123 0.768487 0.755401 0.136252

0.768664 0.691496 0.08072 0.768664 0.755289 0.136066

0.768841 0.691271 0.0806277 0.768841 0.755177 0.135879

0.769018 0.691046 0.0805356 0.769018 0.755064 0.135693

0.769195 0.690821 0.0804435 0.769195 0.754952 0.135506

0.769372 0.690595 0.0803515 0.769372 0.754839 0.13532

0.769549 0.690369 0.0802595 0.769549 0.754726 0.135133

0.769727 0.690143 0.0801676 0.769727 0.754612 0.134947

0.769904 0.689916 0.0800758 0.769904 0.754499 0.13476

0.770081 0.689688 0.0799841 0.770081 0.754385 0.134574

0.770258 0.68946 0.0798924 0.770258 0.754271 0.134387

0.770435 0.689232 0.0798008 0.770435 0.754157 0.134201

0.770612 0.689004 0.0797093 0.770612 0.754043 0.134014

0.770789 0.688774 0.0796178 0.770789 0.753928 0.133828

0.770966 0.688545 0.0795264 0.770966 0.753813 0.133642

0.771144 0.688315 0.0794351 0.771144 0.753698 0.133455

0.771321 0.688084 0.0793438 0.771321 0.753583 0.133269

0.771498 0.687854 0.0792526 0.771498 0.753468 0.133082

0.771675 0.687622 0.0791615 0.771675 0.753352 0.132896

0.771852 0.687391 0.0790705 0.771852 0.753236 0.13271

0.772029 0.687159 0.0789795 0.772029 0.75312 0.132523

0.772206 0.686926 0.0788886 0.772206 0.753004 0.132337

0.772384 0.686693 0.0787977 0.772384 0.752887 0.132151

0.772561 0.686459 0.078707 0.772561 0.752771 0.131964

0.772738 0.686226 0.0786162 0.772738 0.752654 0.131778

0.772915 0.685991 0.0785256 0.772915 0.752537 0.131592

0.773092 0.685756 0.078435 0.773092 0.752419 0.131406

0.773269 0.685521 0.0783445 0.773269 0.752302 0.131219

0.773446 0.685285 0.0782541 0.773446 0.752184 0.131033

0.773624 0.685049 0.0781637 0.773624 0.752066 0.130847

0.773801 0.684813 0.0780735 0.773801 0.751947 0.13066

0.773978 0.684576 0.0779832 0.773978 0.751829 0.130474

0.774155 0.684338 0.0778931 0.774155 0.75171 0.130288

0.774332 0.6841 0.077803 0.774332 0.751591 0.130101

0.774509 0.683862 0.0777129 0.774509 0.751472 0.129915

0.774686 0.683623 0.077623 0.774686 0.751352 0.129729

0.774864 0.683383 0.0775331 0.774864 0.751233 0.129543

0.775041 0.683143 0.0774433 0.775041 0.751113 0.129356

0.775218 0.682903 0.0773535 0.775218 0.750992 0.12917

0.775395 0.682662 0.0772638 0.775395 0.750872 0.128984

0.775572 0.682421 0.0771742 0.775572 0.750751 0.128797

0.775749 0.682179 0.0770847 0.775749 0.750631 0.128611

0.775926 0.681937 0.0769952 0.775926 0.750509 0.128425

0.776104 0.681694 0.0769057 0.776104 0.750388 0.128238

0.776281 0.681451 0.0768164 0.776281 0.750267 0.128052

0.776458 0.681207 0.0767271 0.776458 0.750145 0.127866

0.776635 0.680963 0.0766379 0.776635 0.750023 0.127679

0.776812 0.680719 0.0765487 0.776812 0.7499 0.127493

0.776989 0.680474 0.0764596 0.776989 0.749778 0.127307

0.777166 0.680228 0.0763706 0.777166 0.749655 0.12712

0.777344 0.679982 0.0762817 0.777344 0.749532 0.126934

0.777521 0.679735 0.0761928 0.777521 0.749409 0.126748

0.777698 0.679488 0.0761039 0.777698 0.749285 0.126561

0.777875 0.679241 0.0760152 0.777875 0.749161 0.126375

0.778052 0.678992 0.0759265 0.778052 0.749037 0.126188

0.778229 0.678744 0.0758379 0.778229 0.748913 0.126002

0.778406 0.678495 0.0757493 0.778406 0.748788 0.125816

0.778584 0.678245 0.0756608 0.778584 0.748664 0.125629

0.778761 0.677995 0.0755724 0.778761 0.748538 0.125443

0.778938 0.677744 0.075484 0.778938 0.748413 0.125256

0.779115 0.677493 0.0753957 0.779115 0.748288 0.12507

0.779292 0.677242 0.0753074 0.779292 0.748162 0.124883

0.779469 0.676989 0.0752193 0.779469 0.748036 0.124697

0.779646 0.676737 0.0751312 0.779646 0.747909 0.12451

0.779824 0.676484 0.0750431 0.779824 0.747783 0.124324

0.780001 0.67623 0.0749551 0.780001 0.747656 0.124137

0.780178 0.675976 0.0748672 0.780178 0.747529 0.12395

0.780355 0.675721 0.0747794 0.780355 0.747401 0.123764

0.780532 0.675465 0.0746916 0.780532 0.747274 0.123577

0.780709 0.67521 0.0746039 0.780709 0.747146 0.123391

0.780886 0.674953 0.0745162 0.780886 0.747018 0.123204

0.781064 0.674696 0.0744286 0.781064 0.746889 0.123017

0.781241 0.674439 0.0743411 0.781241 0.74676 0.12283

0.781418 0.674181 0.0742536 0.781418 0.746631 0.122644

0.781595 0.673922 0.0741662 0.781595 0.746502 0.122457

0.781772 0.673663 0.0740789 0.781772 0.746372 0.12227

0.781949 0.673403 0.0739916 0.781949 0.746243 0.122083

0.782126 0.673143 0.0739044 0.782126 0.746113 0.121896

0.782304 0.672882 0.0738173 0.782304 0.745982 0.12171

0.782481 0.672621 0.0737302 0.782481 0.745851 0.121523

0.782658 0.672359 0.0736431 0.782658 0.745721 0.121336

0.782835 0.672097 0.0735562 0.782835 0.745589 0.121149

0.783012 0.671834 0.0734693 0.783012 0.745458 0.120962

0.783189 0.67157 0.0733825 0.783189 0.745326 0.120775

0.783366 0.671306 0.0732957 0.783366 0.745194 0.120588

0.783543 0.671041 0.073209 0.783543 0.745062 0.120401

0.783721 0.670776 0.0731223 0.783721 0.744929 0.120213

0.783898 0.67051 0.0730358 0.783898 0.744796 0.120026

0.784075 0.670243 0.0729492 0.784075 0.744663 0.119839

0.784252 0.669976 0.0728628 0.784252 0.744529 0.119652

0.784429 0.669709 0.0727764 0.784429 0.744395 0.119465

0.784606 0.669441 0.0726901 0.784606 0.744261 0.119277

0.784783 0.669172 0.0726038 0.784783 0.744127 0.11909

0.784961 0.668902 0.0725176 0.784961 0.743992 0.118903

0.785138 0.668632 0.0724314 0.785138 0.743857 0.118715

0.785315 0.668362 0.0723454 0.785315 0.743722 0.118528

0.785492 0.66809 0.0722593 0.785492 0.743586 0.11834

0.785669 0.667819 0.0721734 0.785669 0.74345 0.118153

0.785846 0.667546 0.0720875 0.785846 0.743314 0.117965

0.786023 0.667273 0.0720016 0.786023 0.743177 0.117777

0.786201 0.666999 0.0719159 0.786201 0.743041 0.11759

0.786378 0.666725 0.0718302 0.786378 0.742904 0.117402

0.786555 0.66645 0.0717445 0.786555 0.742766 0.117214

0.786732 0.666175 0.0716589 0.786732 0.742628 0.117026

0.786909 0.665898 0.0715734 0.786909 0.74249 0.116839

0.787086 0.665622 0.0714879 0.787086 0.742352 0.116651

0.787263 0.665344 0.0714025 0.787263 0.742213 0.116463

0.787441 0.665066 0.0713172 0.787441 0.742074 0.116275

0.787618 0.664787 0.0712319 0.787618 0.741935 0.116087

0.787795 0.664508 0.0711466 0.787795 0.741795 0.115898

0.787972 0.664228 0.0710615 0.787972 0.741655 0.11571

0.788149 0.663947 0.0709764 0.788149 0.741515 0.115522

0.788326 0.663666 0.0708913 0.788326 0.741374 0.115334

0.788503 0.663384 0.0708063 0.788503 0.741233 0.115145

0.788681 0.663102 0.0707214 0.788681 0.741092 0.114957

0.788858 0.662818 0.0706366 0.788858 0.74095 0.114769

0.789035 0.662534 0.0705518 0.789035 0.740808 0.11458

0.789212 0.66225 0.070467 0.789212 0.740666 0.114391

0.789389 0.661964 0.0703823 0.789389 0.740523 0.114203

0.789566 0.661678 0.0702977 0.789566 0.74038 0.114014

0.789743 0.661392 0.0702131 0.789743 0.740237 0.113825

0.789921 0.661104 0.0701286 0.789921 0.740093 0.113636

0.790098 0.660816 0.0700442 0.790098 0.739949 0.113448

0.790275 0.660528 0.0699598 0.790275 0.739805 0.113259

0.790452 0.660238 0.0698755 0.790452 0.73966 0.11307

0.790629 0.659948 0.0697912 0.790629 0.739515 0.11288

0.790806 0.659657 0.069707 0.790806 0.73937 0.112691

0.790983 0.659366 0.0696229 0.790983 0.739224 0.112502

0.791161 0.659073 0.0695388 0.791161 0.739078 0.112313

0.791338 0.65878 0.0694547 0.791338 0.738931 0.112123

0.791515 0.658487 0.0693708 0.791515 0.738784 0.111934

0.791692 0.658192 0.0692869 0.791692 0.738637 0.111744

0.791869 0.657897 0.069203 0.791869 0.73849 0.111555

0.792046 0.657601 0.0691192 0.792046 0.738342 0.111365

